director_name,actor_1_name,actor_2_name,language,country,genres,movie_title,combined
Brad Silberling,Will Ferrell,Anna Friel,English,USA,Adventure Comedy Sci-Fi,land of the lost,Brad Silberling Will Ferrell Anna Friel Adventure Comedy Sci-Fi land of the lost
Patrick Hughes,Jason Statham,Sylvester Stallone,English,USA,Action Adventure Thriller,the expendables 3,Patrick Hughes Jason Statham Sylvester Stallone Action Adventure Thriller the expendables 3
Lawrence Guterman,Jamie Kennedy,Traylor Howard,English,USA,Comedy Family Fantasy,son of the mask,Lawrence Guterman Jamie Kennedy Traylor Howard Comedy Family Fantasy son of the mask
Ron Howard,Chris Hemsworth,Benjamin Walker,English,USA,Action Adventure Biography Drama History Thriller,in the heart of the sea,Ron Howard Chris Hemsworth Benjamin Walker Action Adventure Biography Drama History Thriller in the heart of the sea
Ron Underwood,Rosario Dawson,Randy Quaid,English,USA,Action Comedy Sci-Fi,the adventures of pluto nash,Ron Underwood Rosario Dawson Randy Quaid Action Comedy Sci-Fi the adventures of pluto nash
Paul Greengrass,Matt Damon,Sean Huze,English,France,Action Drama Thriller War,green zone,Paul Greengrass Matt Damon Sean Huze Action Drama Thriller War green zone
Steve Martino,Francesca Capaldi,Venus Schultheis,English,USA,Adventure Animation Comedy Family,the peanuts movie,Steve Martino Francesca Capaldi Venus Schultheis Adventure Animation Comedy Family the peanuts movie
David Mamet,Ben Gazzara,Felicity Huffman,English,USA,Drama Mystery Thriller,the spanish prisoner,David Mamet Ben Gazzara Felicity Huffman Drama Mystery Thriller the spanish prisoner
Stephen Sommers,Dwayne Johnson,Brendan Fraser,English,USA,Action Adventure Fantasy Thriller,the mummy returns,Stephen Sommers Dwayne Johnson Brendan Fraser Action Adventure Fantasy Thriller the mummy returns
Martin Scorsese,Leonardo DiCaprio,Liam Neeson,English,USA,Crime Drama,gangs of new york,Martin Scorsese Leonardo DiCaprio Liam Neeson Crime Drama gangs of new york
Yimou Zhang,Christian Bale,Ni Ni,Mandarin,China,Drama History Romance War,the flowers of war,Yimou Zhang Christian Bale Ni Ni Drama History Romance War the flowers of war
Ash Brannon,Jeff Bridges,Zooey Deschanel,English,USA,Animation Comedy Family Sport,surf's up,Ash Brannon Jeff Bridges Zooey Deschanel Animation Comedy Family Sport surf's up
Frank Oz,Jon Lovitz,Matthew Broderick,English,USA,Comedy Sci-Fi Thriller,the stepford wives,Frank Oz Jon Lovitz Matthew Broderick Comedy Sci-Fi Thriller the stepford wives
Ridley Scott,Ioan Gruffudd,Sam Shepard,English,USA,Drama History War,black hawk down,Ridley Scott Ioan Gruffudd Sam Shepard Drama History War black hawk down
Jay Roach,Will Ferrell,Thomas Middleditch,English,USA,Comedy,the campaign,Jay Roach Will Ferrell Thomas Middleditch Comedy the campaign
Luc Besson,Milla Jovovich,Bruce Willis,English,France,Action Adventure Sci-Fi,the fifth element,Luc Besson Milla Jovovich Bruce Willis Action Adventure Sci-Fi the fifth element
Michael Patrick King,Chris Noth,Liza Minnelli,English,USA,Comedy Drama Romance,sex and the city 2,Michael Patrick King Chris Noth Liza Minnelli Comedy Drama Romance sex and the city 2
Bibo Bergeron,Frank Welker,Rosie Perez,English,USA,Adventure Animation Comedy Family Romance,the road to el dorado,Bibo Bergeron Frank Welker Rosie Perez Adventure Animation Comedy Family Romance the road to el dorado
Steve Martino,Peter Dinklage,Josh Gad,English,USA,Adventure Animation Comedy Family,ice age: continental drift,Steve Martino Peter Dinklage Josh Gad Adventure Animation Comedy Family ice age: continental drift
Andrew Stanton,Alexander Gould,Stephen Root,English,USA,Adventure Animation Comedy Family,finding nemo,Andrew Stanton Alexander Gould Stephen Root Adventure Animation Comedy Family finding nemo
Peter Jackson,Orlando Bloom,Billy Boyd,English,USA,Action Adventure Drama Fantasy,the lord of the rings: the return of the king,Peter Jackson Orlando Bloom Billy Boyd Action Adventure Drama Fantasy the lord of the rings: the return of the king
Peter Jackson,Christopher Lee,Orlando Bloom,English,USA,Action Adventure Drama Fantasy,the lord of the rings: the two towers,Peter Jackson Christopher Lee Orlando Bloom Action Adventure Drama Fantasy the lord of the rings: the two towers
Sergey Bodrov,Jeff Bridges,Djimon Hounsou,English,USA,Action Adventure Fantasy,seventh son,Sergey Bodrov Jeff Bridges Djimon Hounsou Action Adventure Fantasy seventh son
Simon West,Angelina Jolie Pitt,Noah Taylor,English,USA,Action Adventure Fantasy Thriller,lara croft: tomb raider,Simon West Angelina Jolie Pitt Noah Taylor Action Adventure Fantasy Thriller lara croft: tomb raider
Wally Pfister,Johnny Depp,Morgan Freeman,English,UK,Drama Mystery Romance Sci-Fi Thriller,transcendence,Wally Pfister Johnny Depp Morgan Freeman Drama Mystery Romance Sci-Fi Thriller transcendence
Joe Johnston,Michael Jeter,Trevor Morgan,English,USA,Action Adventure Sci-Fi Thriller,jurassic park iii,Joe Johnston Michael Jeter Trevor Morgan Action Adventure Sci-Fi Thriller jurassic park iii
Rupert Wyatt,James Franco,David Oyelowo,English,USA,Action Drama Sci-Fi Thriller,rise of the planet of the apes,Rupert Wyatt James Franco David Oyelowo Action Drama Sci-Fi Thriller rise of the planet of the apes
Mark Waters,Martin Short,Tod Fennell,English,USA,Adventure Family Fantasy,the spiderwick chronicles,Mark Waters Martin Short Tod Fennell Adventure Family Fantasy the spiderwick chronicles
John Moore,Bruce Willis,Cole Hauser,English,USA,Action Thriller,a good day to die hard,John Moore Bruce Willis Cole Hauser Action Thriller a good day to die hard
Brad Bird,Holly Hunter,Craig T. Nelson,English,USA,Action Adventure Animation Family,the incredibles,Brad Bird Holly Hunter Craig T. Nelson Action Adventure Animation Family the incredibles
Renny Harlin,Christopher Masterson,Frank Langella,English,USA,Action Adventure Comedy,cutthroat island,Renny Harlin Christopher Masterson Frank Langella Action Adventure Comedy cutthroat island
Chris Columbus,Logan Lerman,Rosario Dawson,English,UK,Adventure Family Fantasy,percy jackson & the olympians: the lightning thief,Chris Columbus Logan Lerman Rosario Dawson Adventure Family Fantasy percy jackson & the olympians: the lightning thief
Barry Sonnenfeld,Will Smith,Rip Torn,English,USA,Adventure Comedy Family Mystery Sci-Fi,men in black,Barry Sonnenfeld Will Smith Rip Torn Adventure Comedy Family Mystery Sci-Fi men in black
John Lasseter,Tom Hanks,John Ratzenberger,English,USA,Adventure Animation Comedy Family Fantasy,toy story 2,John Lasseter Tom Hanks John Ratzenberger Adventure Animation Comedy Family Fantasy toy story 2
Tony Scott,Denzel Washington,Rosario Dawson,English,USA,Action Thriller,unstoppable,Tony Scott Denzel Washington Rosario Dawson Action Thriller unstoppable
Brett Ratner,Mei Melançon,John Lone,English,USA,Action Comedy Crime Thriller,rush hour 2,Brett Ratner Mei Melançon John Lone Action Comedy Crime Thriller rush hour 2
Robert Zemeckis,Harrison Ford,Amber Valletta,English,USA,Drama Fantasy Horror Mystery Thriller,what lies beneath,Robert Zemeckis Harrison Ford Amber Valletta Drama Fantasy Horror Mystery Thriller what lies beneath
Phil Lord,Will Forte,Bobb'e J. Thompson,English,USA,Animation Comedy Family Sci-Fi,cloudy with a chance of meatballs,Phil Lord Will Forte Bobb'e J. Thompson Animation Comedy Family Sci-Fi cloudy with a chance of meatballs
Carlos Saldanha,Denis Leary,Maile Flanagan,English,USA,Action Adventure Animation Comedy Family,ice age: dawn of the dinosaurs,Carlos Saldanha Denis Leary Maile Flanagan Action Adventure Animation Comedy Family ice age: dawn of the dinosaurs
Ben Stiller,Adam Scott,Adrian Martinez,English,USA,Adventure Comedy Drama Fantasy Romance,the secret life of walter mitty,Ben Stiller Adam Scott Adrian Martinez Adventure Comedy Drama Fantasy Romance the secret life of walter mitty
McG,Bill Murray,LL Cool J,English,USA,Action Adventure Comedy Crime Thriller,charlie's angels,McG Bill Murray LL Cool J Action Adventure Comedy Crime Thriller charlie's angels
Martin Scorsese,Leonardo DiCaprio,Matt Damon,English,USA,Crime Drama Thriller,the departed,Martin Scorsese Leonardo DiCaprio Matt Damon Crime Drama Thriller the departed
Tony Bancroft,Ming-Na Wen,Harvey Fierstein,English,USA,Adventure Animation Family Fantasy Musical War,mulan,Tony Bancroft Ming-Na Wen Harvey Fierstein Adventure Animation Family Fantasy Musical War mulan
Ben Stiller,Robert Downey Jr.,Steve Coogan,English,USA,Action Comedy,tropic thunder,Ben Stiller Robert Downey Jr. Steve Coogan Action Comedy tropic thunder
David Fincher,Robin Wright,Goran Visnjic,English,USA,Crime Drama Mystery Thriller,the girl with the dragon tattoo,David Fincher Robin Wright Goran Visnjic Crime Drama Mystery Thriller the girl with the dragon tattoo
John McTiernan,Bruce Willis,Aldis Hodge,English,USA,Action Adventure Thriller,die hard with a vengeance,John McTiernan Bruce Willis Aldis Hodge Action Adventure Thriller die hard with a vengeance
Guy Ritchie,Robert Downey Jr.,Eddie Marsan,English,USA,Action Adventure Crime Mystery Thriller,sherlock holmes,Guy Ritchie Robert Downey Jr. Eddie Marsan Action Adventure Crime Mystery Thriller sherlock holmes
Gary Trousdale,Leonard Nimoy,Jim Varney,English,USA,Action Adventure Animation Family Fantasy Sci-Fi,atlantis: the lost empire,Gary Trousdale Leonard Nimoy Jim Varney Action Adventure Animation Family Fantasy Sci-Fi atlantis: the lost empire
Walt Becker,Bella Thorne,Joshua Mikel,English,USA,Adventure Animation Comedy Family Fantasy Music,alvin and the chipmunks: the road chip,Walt Becker Bella Thorne Joshua Mikel Adventure Animation Comedy Family Fantasy Music alvin and the chipmunks: the road chip
Bryan Singer,Tom Cruise,Tom Wilkinson,English,USA,Drama History Thriller War,valkyrie,Bryan Singer Tom Cruise Tom Wilkinson Drama History Thriller War valkyrie
Dennis Dugan,Adam Sandler,Sayed Badreya,English,USA,Action Comedy,you don't mess with the zohan,Dennis Dugan Adam Sandler Sayed Badreya Action Comedy you don't mess with the zohan
Chris Columbus,Peter Dinklage,Adam Sandler,English,USA,Action Animation Comedy Sci-Fi,pixels,Chris Columbus Peter Dinklage Adam Sandler Action Animation Comedy Sci-Fi pixels
Steven Spielberg,Haley Joel Osment,William Hurt,English,USA,Adventure Drama Sci-Fi,a.i. artificial intelligence,Steven Spielberg Haley Joel Osment William Hurt Adventure Drama Sci-Fi a.i. artificial intelligence
Rob Minkoff,Marsha Thomason,Rachael Harris,English,USA,Comedy Family Fantasy Horror Mystery,the haunted mansion,Rob Minkoff Marsha Thomason Rachael Harris Comedy Family Fantasy Horror Mystery the haunted mansion
Robert Zemeckis,Matthew McConaughey,Tom Skerritt,English,USA,Drama Mystery Sci-Fi Thriller,contact,Robert Zemeckis Matthew McConaughey Tom Skerritt Drama Mystery Sci-Fi Thriller contact
Paul Verhoeven,Greg Grunberg,Kim Dickens,English,USA,Action Horror Sci-Fi Thriller,hollow man,Paul Verhoeven Greg Grunberg Kim Dickens Action Horror Sci-Fi Thriller hollow man
Sydney Pollack,Curtiss Cook,George Harris,Aboriginal,UK,Crime Mystery Thriller,the interpreter,Sydney Pollack Curtiss Cook George Harris Crime Mystery Thriller the interpreter
Thor Freudenthal,Logan Lerman,Leven Rambin,English,USA,Adventure Family Fantasy,percy jackson: sea of monsters,Thor Freudenthal Logan Lerman Leven Rambin Adventure Family Fantasy percy jackson: sea of monsters
Jan de Bont,Gerard Butler,Angelina Jolie Pitt,English,USA,Action Adventure Fantasy,lara croft tomb raider: the cradle of life,Jan de Bont Gerard Butler Angelina Jolie Pitt Action Adventure Fantasy lara croft tomb raider: the cradle of life
Jon M. Chu,Daniel Radcliffe,Morgan Freeman,English,USA,Action Adventure Comedy Crime Mystery Thriller,now you see me 2,Jon M. Chu Daniel Radcliffe Morgan Freeman Action Adventure Comedy Crime Mystery Thriller now you see me 2
Tony Scott,Brad Pitt,Stephen Dillane,English,Germany,Action Crime Thriller,spy game,Tony Scott Brad Pitt Stephen Dillane Action Crime Thriller spy game
Brian De Palma,Don Cheadle,Connie Nielsen,English,USA,Adventure Sci-Fi Thriller,mission to mars,Brian De Palma Don Cheadle Connie Nielsen Adventure Sci-Fi Thriller mission to mars
Carlos Saldanha,Anne Hathaway,Wanda Sykes,English,USA,Adventure Animation Comedy Family Musical,rio,Carlos Saldanha Anne Hathaway Wanda Sykes Adventure Animation Comedy Family Musical rio
Chris Columbus,Robin Williams,Oliver Platt,English,USA,Comedy Drama Sci-Fi,bicentennial man,Chris Columbus Robin Williams Oliver Platt Comedy Drama Sci-Fi bicentennial man
Mick Jackson,Don Cheadle,Anne Heche,English,USA,Action Drama Sci-Fi Thriller,volcano,Mick Jackson Don Cheadle Anne Heche Action Drama Sci-Fi Thriller volcano
Alan J. Pakula,Harrison Ford,Brad Pitt,English,USA,Action Crime Drama Thriller,the devil's own,Alan J. Pakula Harrison Ford Brad Pitt Action Crime Drama Thriller the devil's own
Kathryn Bigelow,Liam Neeson,Christian Camargo,English,UK,Drama History Thriller War,k-19: the widowmaker,Kathryn Bigelow Liam Neeson Christian Camargo Drama History Thriller War k-19: the widowmaker
Josh Trank,Tim Blake Nelson,Reg E. Cathey,English,USA,Action Adventure Sci-Fi,fantastic four,Josh Trank Tim Blake Nelson Reg E. Cathey Action Adventure Sci-Fi fantastic four
Ron Howard,Paddy Considine,Bruce McGill,English,USA,Biography Drama Sport,cinderella man,Ron Howard Paddy Considine Bruce McGill Biography Drama Sport cinderella man
Andrey Konchalovskiy,Shirley Henderson,Nathan Lane,English,UK,Action Family Fantasy Musical,the nutcracker in 3d,Andrey Konchalovskiy Shirley Henderson Nathan Lane Action Family Fantasy Musical the nutcracker in 3d
Gary Ross,Jeff Bridges,Michael Angarano,English,USA,Drama History Sport,seabiscuit,Gary Ross Jeff Bridges Michael Angarano Drama History Sport seabiscuit
Jan de Bont,Philip Seymour Hoffman,Alan Ruck,English,USA,Action Adventure Drama Thriller,twister,Jan de Bont Philip Seymour Hoffman Alan Ruck Action Adventure Drama Thriller twister
Robert Zemeckis,Tom Hanks,Paul Sanchez,English,USA,Adventure Drama Romance,cast away,Robert Zemeckis Tom Hanks Paul Sanchez Adventure Drama Romance cast away
George Miller,Robin Williams,Hugh Jackman,English,USA,Animation Comedy Family Music Romance,happy feet,George Miller Robin Williams Hugh Jackman Animation Comedy Family Music Romance happy feet
Paul Greengrass,Matt Damon,Joan Allen,English,USA,Action Mystery Thriller,the bourne supremacy,Paul Greengrass Matt Damon Joan Allen Action Mystery Thriller the bourne supremacy
Wolfgang Petersen,Harrison Ford,Gary Oldman,English,USA,Action Adventure Drama Thriller,air force one,Wolfgang Petersen Harrison Ford Gary Oldman Action Adventure Drama Thriller air force one
Steven Soderbergh,Brad Pitt,Bernie Mac,English,USA,Crime Thriller,ocean's eleven,Steven Soderbergh Brad Pitt Bernie Mac Crime Thriller ocean's eleven
Paul W.S. Anderson,Milla Jovovich,Logan Lerman,English,Germany,Action Adventure Romance,the three musketeers,Paul W.S. Anderson Milla Jovovich Logan Lerman Action Adventure Romance the three musketeers
Genndy Tartakovsky,Steve Buscemi,Adam Sandler,English,USA,Animation Comedy Family Fantasy,hotel transylvania,Genndy Tartakovsky Steve Buscemi Adam Sandler Animation Comedy Family Fantasy hotel transylvania
Kevin Lima,Jeff Bennett,Teala Dunn,English,USA,Animation Comedy Family Fantasy Musical Romance,enchanted,Kevin Lima Jeff Bennett Teala Dunn Animation Comedy Family Fantasy Musical Romance enchanted
unknown,Caroline Dhavernas,Scott Thompson,English,USA,Crime Drama Horror Mystery Thriller,hannibal            ,unknown Caroline Dhavernas Scott Thompson Crime Drama Horror Mystery Thriller hannibal            
Daniel Espinosa,Denzel Washington,Ryan Reynolds,English,USA,Action Crime Mystery Thriller,safe house,Daniel Espinosa Denzel Washington Ryan Reynolds Action Crime Mystery Thriller safe house
Kevin Lima,Ioan Gruffudd,Eric Idle,English,USA,Adventure Comedy Family,102 dalmatians,Kevin Lima Ioan Gruffudd Eric Idle Adventure Comedy Family 102 dalmatians
Brett Ratner,Matthew Broderick,Gabourey Sidibe,English,USA,Action Comedy Crime,tower heist,Brett Ratner Matthew Broderick Gabourey Sidibe Action Comedy Crime tower heist
Nancy Meyers,Kate Winslet,Rufus Sewell,English,USA,Comedy Romance,the holiday,Nancy Meyers Kate Winslet Rufus Sewell Comedy Romance the holiday
Tony Scott,Will Smith,Jake Busey,English,USA,Action Crime Drama Mystery Thriller,enemy of the state,Tony Scott Will Smith Jake Busey Action Crime Drama Mystery Thriller enemy of the state
Nancy Meyers,Meryl Streep,Hunter Parrish,English,USA,Comedy Drama Romance,it's complicated,Nancy Meyers Meryl Streep Hunter Parrish Comedy Drama Romance it's complicated
Steven Soderbergh,Al Pacino,Matt Damon,English,USA,Crime Thriller,ocean's thirteen,Steven Soderbergh Al Pacino Matt Damon Crime Thriller ocean's thirteen
Roger Allers,Jon Favreau,Debra Messing,English,USA,Adventure Animation Comedy Family,open season,Roger Allers Jon Favreau Debra Messing Adventure Animation Comedy Family open season
Neil Burger,Kate Winslet,Theo James,English,USA,Adventure Mystery Sci-Fi,divergent,Neil Burger Kate Winslet Theo James Adventure Mystery Sci-Fi divergent
Jean-Jacques Annaud,Bob Hoskins,Gabriel Thomson,English,USA,Drama History War,enemy at the gates,Jean-Jacques Annaud Bob Hoskins Gabriel Thomson Drama History War enemy at the gates
Peter Berg,Dwayne Johnson,Rosario Dawson,English,USA,Action Adventure Comedy Thriller,the rundown,Peter Berg Dwayne Johnson Rosario Dawson Action Adventure Comedy Thriller the rundown
John McTiernan,F. Murray Abraham,Tom Noonan,English,USA,Action Adventure Comedy Fantasy,last action hero,John McTiernan F. Murray Abraham Tom Noonan Action Adventure Comedy Fantasy last action hero
Rob Marshall,Li Gong,Mako,English,USA,Drama Romance,memoirs of a geisha,Rob Marshall Li Gong Mako Drama Romance memoirs of a geisha
Justin Lin,Amber Stevens West,Zachery Ty Bryan,English,USA,Action Crime Thriller,the fast and the furious: tokyo drift,Justin Lin Amber Stevens West Zachery Ty Bryan Action Crime Thriller the fast and the furious: tokyo drift
Sarah Smith,Jim Broadbent,Imelda Staunton,English,UK,Adventure Animation Comedy Family Fantasy,arthur christmas,Sarah Smith Jim Broadbent Imelda Staunton Adventure Animation Comedy Family Fantasy arthur christmas
Martin Brest,Anthony Hopkins,Brad Pitt,English,USA,Drama Fantasy Romance,meet joe black,Martin Brest Anthony Hopkins Brad Pitt Drama Fantasy Romance meet joe black
Andrew Davis,Raymond Cruz,Rick Worthy,English,USA,Action Drama Thriller,collateral damage,Andrew Davis Raymond Cruz Rick Worthy Action Drama Thriller collateral damage
Bob Fosse,Roy Scheider,Ben Vereen,English,USA,Comedy Drama Music Musical,all that jazz,Bob Fosse Roy Scheider Ben Vereen Comedy Drama Music Musical all that jazz
Tarsem Singh,Julia Roberts,Nathan Lane,English,USA,Adventure Comedy Drama Family Fantasy,mirror mirror,Tarsem Singh Julia Roberts Nathan Lane Adventure Comedy Drama Family Fantasy mirror mirror
Edgar Wright,Anna Kendrick,Kieran Culkin,English,USA,Action Comedy Fantasy Romance,scott pilgrim vs. the world,Edgar Wright Anna Kendrick Kieran Culkin Action Comedy Fantasy Romance scott pilgrim vs. the world
Jon Amiel,Glenn Morshower,Tchéky Karyo,English,USA,Action Adventure Sci-Fi Thriller,the core,Jon Amiel Glenn Morshower Tchéky Karyo Action Adventure Sci-Fi Thriller the core
Peter Segal,Larry Miller,Janet Jackson,English,USA,Comedy Romance Sci-Fi,nutty professor ii: the klumps,Peter Segal Larry Miller Janet Jackson Comedy Romance Sci-Fi nutty professor ii: the klumps
Raja Gosnell,Sarah Michelle Gellar,Linda Cardellini,English,USA,Adventure Comedy Mystery,scooby-doo,Raja Gosnell Sarah Michelle Gellar Linda Cardellini Adventure Comedy Mystery scooby-doo
Frank Coraci,Adam Sandler,Cameron Monaghan,English,USA,Comedy Drama Fantasy Romance,click,Frank Coraci Adam Sandler Cameron Monaghan Comedy Drama Fantasy Romance click
Brad Peyton,Jack McBrayer,Sean Hayes,English,USA,Action Comedy Family Fantasy,cats & dogs: the revenge of kitty galore,Brad Peyton Jack McBrayer Sean Hayes Action Comedy Family Fantasy cats & dogs: the revenge of kitty galore
Doug Liman,Kristen Stewart,Hayden Christensen,English,USA,Action Adventure Sci-Fi Thriller,jumper,Doug Liman Kristen Stewart Hayden Christensen Action Adventure Sci-Fi Thriller jumper
